;Project;LongName;Name;AD;CD;TCD;CLOC;TCLOC;PDA;TPDA;LLOC;LOC;TLOC;NG;TLLOC;TNA;TNG;TNM;TNOS;TNPM;NCL;ReuseRate
388;commons-collections/commons-collections;org.apache.commons.collections4.set;set;0.469945;0.519324;0.519324;1290;1290;86;86;1194;2788;2788;3;1194;23;3;205;389;170;17;0
389;commons-collections/commons-collections;org.apache.commons.collections4.splitmap;splitmap;0.3;0.581717;0.581717;210;210;6;6;151;400;400;0;151;4;0;27;44;18;2;0
390;commons-collections/commons-collections;org.apache.commons.collections4.trie;trie;0.35;0.331229;0.333806;892;942;14;15;1801;3141;3299;14;1880;60;14;218;902;144;24;0
391;commons-collections/commons-collections;org.apache.commons.collections4.trie.analyzer;analyzer;0.166667;0.38759699999999997;0.38759699999999997;50;50;1;1;79;158;158;0;79;4;0;6;41;5;1;0
392;commons-logging/commons-logging;<root_package>;<root_package>;0.0;0.0;0.548158;0;3170;0;225;0;0;6460;0;2613;97;51;302;1176;230;0;0
393;commons-logging/commons-logging;org;org;0.0;0.0;0.548158;0;3170;0;225;0;0;6460;0;2613;97;51;302;1176;230;0;0
394;commons-logging/commons-logging;org.apache;apache;0.0;0.0;0.548158;0;3170;0;225;0;0;6460;0;2613;97;51;302;1176;230;0;0
395;commons-logging/commons-logging;org.apache.commons;commons;0.0;0.0;0.548158;0;3170;0;225;0;0;6460;0;2613;97;51;302;1176;230;0;0
396;commons-logging/commons-logging;org.apache.commons.logging;logging;1.0;0.559246;0.548158;1128;3170;46;225;889;2226;6460;20;2613;97;51;302;1176;230;9;0
397;commons-logging/commons-logging;org.apache.commons.logging.impl;impl;1.0;0.54222;0.54222;2042;2042;179;179;1724;4234;4234;31;1724;77;31;228;777;182;18;17
398;dom4j/dom4j;<root_package>;<root_package>;0.0;0.0;0.503504;0;18179;0;1011;0;0;42316;0;17926;471;664;2844;7871;2475;0;0
399;dom4j/dom4j;org;org;0.0;0.0;0.503504;0;18179;0;1011;0;0;42316;0;17926;471;664;2844;7871;2475;0;0
400;dom4j/dom4j;org.dom4j;dom4j;0.7471260000000001;0.769754;0.503504;3507;18179;260;1011;1049;5112;42316;74;17926;471;664;2844;7871;2475;9;0
401;dom4j/dom4j;org.dom4j.bean;bean;0.22222199999999998;0.473837;0.473837;326;326;12;12;362;822;822;15;362;17;15;58;149;49;5;0
402;dom4j/dom4j;org.dom4j.datatype;datatype;0.428571;0.447101;0.447101;617;617;24;24;763;1632;1632;21;763;37;21;79;342;50;7;0
403;dom4j/dom4j;org.dom4j.dom;dom;0.0946644;0.23257199999999997;0.23257199999999997;794;794;55;55;2620;4204;4204;232;2620;5;232;589;1026;569;15;2
404;dom4j/dom4j;org.dom4j.dtd;dtd;0.707317;0.611111;0.611111;352;352;29;29;224;666;666;12;224;12;12;37;104;36;4;0
405;dom4j/dom4j;org.dom4j.io;io;0.664557;0.495961;0.495961;5771;5771;315;315;5865;13459;13459;77;5865;201;77;691;2761;552;37;59
406;dom4j/dom4j;org.dom4j.jaxb;jaxb;1.0;0.660691;0.660691;995;995;62;62;511;1660;1660;8;511;18;8;79;180;67;8;0
407;dom4j/dom4j;org.dom4j.rule;rule;0.6829270000000001;0.618402;0.621587;867;979;56;58;535;1606;1807;22;596;29;30;96;275;87;7;0
408;dom4j/dom4j;org.dom4j.swing;swing;0.404762;0.529064;0.529064;537;537;34;34;478;1202;1202;38;478;23;38;93;183;82;8;0
409;dom4j/dom4j;org.dom4j.tree;tree;0.222836;0.42668500000000004;0.42668500000000004;3102;3102;121;121;4168;8814;8814;121;4168;66;121;590;2023;504;39;12
410;dom4j/dom4j;org.dom4j.util;util;0.261261;0.535928;0.535928;895;895;29;29;775;1951;1951;11;775;19;11;124;318;96;14;0
411;dom4j/dom4j;org.dom4j.xpath;xpath;0.18421099999999999;0.38664299999999996;0.38664299999999996;220;220;7;7;349;684;684;11;349;7;11;44;156;36;4;0
412;dom4j/dom4j;org.dom4j.xpp;xpp;0.19230799999999998;0.336;0.336;84;84;5;5;166;303;303;14;166;2;14;25;73;25;1;0
413;dom4j/dom4j;org.dom4j.rule.pattern;pattern;0.14285699999999998;0.647399;0.647399;112;112;2;2;61;201;201;8;61;8;8;12;12;12;2;0
414;javax.mail/mail;<root_package>;<root_package>;0.0;0.0;0.6212989999999999;0;16831;0;864;0;0;29157;0;10259;380;306;1070;5374;811;0;0
415;javax.mail/mail;javax;javax;0.0;0.0;0.6212989999999999;0;16831;0;864;0;0;29157;0;10259;380;306;1070;5374;811;0;0
416;javax.mail/mail;javax.mail;mail;0.994152;0.705645;0.6212989999999999;7000;16831;340;864;2920;10734;29157;139;10259;380;306;1070;5374;811;45;0
417;javax.mail/mail;javax.mail.event;event;0.8472219999999999;0.8038109999999999;0.8038109999999999;1139;1139;61;61;278;1562;1562;15;278;38;15;55;62;55;11;8
418;javax.mail/mail;javax.mail.internet;internet;0.996933;0.524435;0.524435;6546;6546;325;325;5936;13264;13264;129;5936;144;129;480;3372;330;35;379
419;javax.mail/mail;javax.mail.search;search;0.990909;0.681967;0.681967;1664;1664;109;109;776;2710;2710;15;776;44;15;98;362;86;24;20
420;javax.mail/mail;javax.mail.util;util;1.0;0.580024;0.580024;482;482;29;29;349;887;887;8;349;15;8;41;188;31;5;1
421;javax.servlet/servlet-api;<root_package>;<root_package>;0.0;0.0;0.825757;0;12388;0;669;0;0;16600;0;2614;163;296;668;685;604;0;0
422;javax.servlet/servlet-api;javax;javax;0.0;0.0;0.825757;0;12388;0;669;0;0;16600;0;2614;163;296;668;685;604;0;0
423;javax.servlet/servlet-api;javax.servlet;servlet;1.0;0.854517;0.825757;7160;12388;401;669;1219;9322;16600;168;2614;163;296;668;685;604;17;0
424;javax.servlet/servlet-api;javax.servlet.annotation;annotation;1.0;0.837684;0.837684;738;738;11;11;143;964;964;0;143;4;0;39;0;0;0;294
425;javax.servlet/servlet-api;javax.servlet.descriptor;descriptor;1.0;0.919643;0.919643;309;309;19;19;27;363;363;16;27;0;16;16;0;16;0;65
426;javax.servlet/servlet-api;javax.servlet.http;http;1.0;0.7734;0.7734;4181;4181;238;238;1225;5951;5951;112;1225;88;112;253;382;232;11;5059
427;joda-time/joda-time;<root_package>;<root_package>;0.0;0.0;0.557689;0;36276;0;2831;0;0;71039;0;28771;1041;1066;4269;13198;3527;0;0
428;joda-time/joda-time;org;org;0.0;0.0;0.557689;0;36276;0;2831;0;0;71039;0;28771;1041;1066;4269;13198;3527;0;0
429;joda-time/joda-time;org.joda;joda;0.0;0.0;0.557689;0;36276;0;2831;0;0;71039;0;28771;1041;1066;4269;13198;3527;0;0
430;joda-time/joda-time;org.joda.time;time;0.999444;0.678768;0.557689;20921;36276;1799;2831;9901;33071;71039;304;28771;1041;1066;4269;13198;3527;57;0
431;joda-time/joda-time;org.joda.time.base;base;1.0;0.615554;0.615554;2517;2517;175;175;1572;4400;4400;49;1572;20;49;238;763;164;14;36
432;joda-time/joda-time;org.joda.time.chrono;chrono;0.721951;0.360964;0.360964;3009;3009;148;148;5327;9514;9514;311;5327;270;311;717;2457;481;44;124
433;joda-time/joda-time;org.joda.time.convert;convert;0.980392;0.593737;0.593737;1384;1384;50;50;947;2583;2583;56;947;20;56;107;460;81;14;16
434;joda-time/joda-time;org.joda.time.field;field;0.6491939999999999;0.556808;0.556808;3063;3063;322;322;2438;6176;6176;258;2438;64;258;509;990;481;26;50
435;joda-time/joda-time;org.joda.time.format;format;0.9966440000000001;0.428651;0.428651;4602;4602;297;297;6134;11617;11617;38;6134;218;38;619;3033;430;43;325
436;joda-time/joda-time;org.joda.time.tz;tz;0.6153850000000001;0.241337;0.241337;780;780;40;40;2452;3678;3678;50;2452;84;50;186;1340;123;22;9
437;junit/junit;<root_package>;<root_package>;0.0;0.0;0.386008;0;6544;0;673;0;0;19297;0;10409;331;234;1519;3648;969;0;0
438;junit/junit;junit;junit;0.0;0.0;0.35601700000000003;0;858;0;173;0;0;2766;0;1552;45;21;286;617;233;0;0
439;junit/junit;org;org;0.0;0.0;0.39097800000000005;0;5686;0;500;0;0;16531;0;8857;286;213;1233;3031;736;0;0
440;junit/junit;junit.extensions;extensions;0.21739099999999997;0.20710100000000004;0.20710100000000004;35;35;5;5;134;198;198;1;134;3;1;24;41;21;6;67
441;junit/junit;junit.framework;framework;0.822857;0.42371800000000004;0.42371800000000004;686;686;144;144;933;1844;1844;12;933;29;12;189;357;165;14;3199
442;junit/junit;junit.runner;runner;0.413793;0.192661;0.192661;63;63;12;12;264;376;376;7;264;7;7;38;115;26;2;0
443;junit/junit;junit.textui;textui;0.5217390000000001;0.250847;0.250847;74;74;12;12;221;348;348;1;221;6;1;35;104;21;2;71
444;junit/junit;org.junit;junit;1.0;0.6569699999999999;0.39097800000000005;1197;5686;90;500;625;1984;16531;3;8857;286;213;1233;3031;736;8;0
445;junit/junit;org.junit.experimental;experimental;0.0;0.0;0.289136;0;676;0;50;55;68;2721;2;1662;34;40;219;583;117;2;0
446;junit/junit;org.junit.function;function;0.5;0.692308;0.692308;9;9;1;1;4;15;15;0;4;0;0;1;0;1;0;0
447;junit/junit;org.junit.internal;internal;0.543478;0.253807;0.208012;200;675;25;63;588;919;3785;14;2570;102;59;307;907;182;19;0
448;junit/junit;org.junit.matchers;matchers;1.0;0.575221;0.575221;65;65;11;11;48;125;125;0;48;0;0;10;10;10;1;4
449;junit/junit;org.junit.rules;rules;0.873418;0.562535;0.562535;1012;1012;69;69;787;1997;1997;8;787;27;8;130;260;71;25;175
450;junit/junit;org.junit.runner;runner;0.883117;0.444158;0.461066;517;900;68;116;647;1321;2216;25;1052;45;31;185;340;146;16;0
451;junit/junit;org.junit.runners;runners;0.8888889999999999;0.40581500000000004;0.351944;670;1059;24;87;981;1827;3390;19;1950;57;68;256;695;120;19;0
452;junit/junit;org.junit.validator;validator;1.0;0.369048;0.369048;93;93;13;13;159;298;298;4;159;5;4;18;40;8;8;0
453;junit/junit;org.junit.experimental.categories;categories;0.380952;0.39576;0.39576;224;224;8;8;342;645;645;2;342;5;2;46;119;20;8;1344
454;junit/junit;org.junit.experimental.max;max;1.0;0.273556;0.273556;90;90;14;14;239;371;371;5;239;9;5;32;86;17;7;1
455;junit/junit;org.junit.experimental.results;results;0.9285709999999999;0.32369899999999996;0.32369899999999996;56;56;13;13;117;201;201;0;117;2;0;23;31;22;7;26
456;junit/junit;org.junit.experimental.runners;runners;1.0;0.487179;0.487179;19;19;2;2;20;46;46;0;20;0;0;2;6;1;1;95
457;junit/junit;org.junit.experimental.theories;theories;0.225806;0.370803;0.24404800000000001;254;287;7;13;431;784;1390;9;889;15;31;108;325;51;10;0
458;junit/junit;org.junit.internal.builders;builders;0.130435;0.266129;0.266129;66;66;3;3;182;288;288;2;182;4;2;22;51;15;8;11
459;junit/junit;org.junit.internal.management;management;1.0;0.304688;0.304688;78;78;8;8;178;316;316;11;178;9;11;16;33;11;10;2
460;junit/junit;org.junit.internal.matchers;matchers;0.375;0.21637399999999998;0.21637399999999998;37;37;6;6;134;211;211;0;134;4;0;23;34;12;4;17
461;junit/junit;org.junit.internal.requests;requests;0.2;0.23621999999999999;0.23621999999999999;30;30;2;2;97;148;148;3;97;8;3;9;26;8;5;2
462;junit/junit;org.junit.internal.runners;runners;0.148148;0.080663;0.15951700000000002;73;264;8;19;832;1046;1903;25;1391;55;29;163;530;92;17;0
463;junit/junit;org.junit.runner.manipulation;manipulation;0.933333;0.47474700000000003;0.47474700000000003;94;94;14;14;104;231;231;0;104;4;0;19;27;19;7;66
464;junit/junit;org.junit.runner.notification;notification;0.9714290000000001;0.48983000000000004;0.48983000000000004;289;289;34;34;301;664;664;6;301;9;6;58;82;42;15;274
465;junit/junit;org.junit.runners.model;model;0.659091;0.338346;0.338346;360;360;58;58;704;1224;1224;42;704;18;42;109;248;79;16;407
466;junit/junit;org.junit.runners.parameterized;parameterized;0.333333;0.0986395;0.0986395;29;29;5;5;265;339;339;7;265;7;7;28;96;11;5;5
467;junit/junit;org.junit.experimental.theories.internal;internal;0.148148;0.0316742;0.0316742;14;14;4;4;428;548;548;21;428;7;21;47;179;23;7;5
468;junit/junit;org.junit.experimental.theories.suppliers;suppliers;0.666667;0.387755;0.387755;19;19;2;2;30;58;58;1;30;0;1;2;6;1;1;3
469;junit/junit;org.junit.internal.runners.model;model;0.230769;0.22619;0.22619;19;19;3;3;65;103;103;0;65;3;0;12;17;10;3;10
470;junit/junit;org.junit.internal.runners.rules;rules;1.0;0.280156;0.280156;72;72;2;2;185;295;295;0;185;11;0;23;45;11;11;3
471;junit/junit;org.junit.internal.runners.statements;statements;0.26087;0.24449899999999997;0.24449899999999997;100;100;6;6;309;459;459;4;309;19;4;28;128;18;8;22
472;log4j/log4j;<root_package>;<root_package>;0.0;0.0;0.46349700000000005;0;13891;0;1084;0;0;33862;0;16079;727;280;1529;6710;1251;0;0
473;log4j/log4j;org;org;0.0;0.0;0.46349700000000005;0;13891;0;1084;0;0;33862;0;16079;727;280;1529;6710;1251;0;0
474;log4j/log4j;org.apache;apache;0.0;0.0;0.46349700000000005;0;13891;0;1084;0;0;33862;0;16079;727;280;1529;6710;1251;0;0
475;log4j/log4j;org.apache.log4j;log4j;0.9692620000000001;0.5338470000000001;0.46349700000000005;6238;13891;473;1084;5447;12883;33862;84;16079;727;280;1529;6710;1251;41;0
476;log4j/log4j;org.apache.log4j.config;config;0.541667;0.330479;0.330479;193;193;13;13;391;655;655;4;391;12;4;28;175;19;4;2
477;log4j/log4j;org.apache.log4j.helpers;helpers;0.716312;0.39018800000000003;0.39018800000000003;1368;1368;101;101;2138;3984;3984;18;2138;128;18;153;979;123;33;97
478;log4j/log4j;org.apache.log4j.jdbc;jdbc;0.55;0.535503;0.535503;181;181;11;11;157;401;401;8;157;9;8;23;67;19;1;0
479;log4j/log4j;org.apache.log4j.jmx;jmx;0.136364;0.157486;0.157486;203;203;6;6;1086;1564;1564;16;1086;39;16;59;408;38;7;2
480;log4j/log4j;org.apache.log4j.net;net;0.753333;0.36685;0.36685;1266;1266;113;113;2185;3869;3869;53;2185;123;53;188;1038;149;16;2
481;log4j/log4j;org.apache.log4j.nt;nt;0.214286;0.277419;0.277419;43;43;3;3;112;183;183;1;112;3;1;16;36;13;1;0
482;log4j/log4j;org.apache.log4j.or;or;0.714286;0.537037;0.49032299999999995;174;228;10;14;150;361;529;1;237;2;1;18;119;16;3;0
483;log4j/log4j;org.apache.log4j.pattern;pattern;0.984375;0.522682;0.522682;1855;1855;126;126;1694;4115;4115;29;1694;92;29;159;692;127;37;1
484;log4j/log4j;org.apache.log4j.rewrite;rewrite;0.8695649999999999;0.45969499999999996;0.45969499999999996;211;211;20;20;248;508;508;2;248;3;2;19;89;18;4;0
485;log4j/log4j;org.apache.log4j.spi;spi;0.8588959999999999;0.561465;0.561465;1288;1288;140;140;1006;2670;2670;50;1006;55;50;162;337;155;11;252
486;log4j/log4j;org.apache.log4j.varia;varia;0.740741;0.49140900000000004;0.49140900000000004;429;429;40;40;444;1013;1013;12;444;27;12;54;143;48;11;20
487;log4j/log4j;org.apache.log4j.xml;xml;0.7741939999999999;0.293495;0.293495;388;388;24;24;934;1488;1488;2;934;43;2;60;502;38;10;20
488;log4j/log4j;org.apache.log4j.or.jms;jms;0.666667;0.361446;0.361446;30;30;2;2;53;101;101;0;53;0;0;2;32;2;1;0
489;log4j/log4j;org.apache.log4j.or.sax;sax;0.666667;0.413793;0.413793;24;24;2;2;34;67;67;0;34;0;0;2;18;2;1;0
490;org.apache.commons/commons-lang3;<root_package>;<root_package>;0.0;0.0;0.6279779999999999;0;46557;0;2588;0;0;78963;0;27581;800;441;3188;14199;2659;0;0
491;org.apache.commons/commons-lang3;org;org;0.0;0.0;0.6279779999999999;0;46557;0;2588;0;0;78963;0;27581;800;441;3188;14199;2659;0;0
492;org.apache.commons/commons-lang3;org.apache;apache;0.0;0.0;0.6279779999999999;0;46557;0;2588;0;0;78963;0;27581;800;441;3188;14199;2659;0;0
493;org.apache.commons/commons-lang3;org.apache.commons;commons;0.0;0.0;0.6279779999999999;0;46557;0;2588;0;0;78963;0;27581;800;441;3188;14199;2659;0;0
494;org.apache.commons/commons-lang3;org.apache.commons.lang3;lang3;0.997033;0.656796;0.6279779999999999;21049;46557;1008;2588;10999;33733;78963;75;27581;800;441;3188;14199;2659;44;0
495;org.apache.commons/commons-lang3;org.apache.commons.lang3.arch;arch;1.0;0.754386;0.754386;129;129;11;11;42;193;193;2;42;9;2;8;9;8;1;2
496;org.apache.commons/commons-lang3;org.apache.commons.lang3.builder;builder;0.990099;0.622259;0.622259;5988;5988;300;300;3635;10462;10462;77;3635;101;77;484;1765;332;39;414
497;org.apache.commons/commons-lang3;org.apache.commons.lang3.concurrent;concurrent;1.0;0.742738;0.742738;3017;3017;131;131;1045;4381;4381;30;1045;63;30;171;370;127;29;1
498;org.apache.commons/commons-lang3;org.apache.commons.lang3.event;event;1.0;0.6431720000000001;0.6431720000000001;292;292;12;12;162;494;494;2;162;7;2;21;54;12;4;0
499;org.apache.commons/commons-lang3;org.apache.commons.lang3.exception;exception;1.0;0.660305;0.660305;1038;1038;75;75;534;1685;1685;39;534;9;39;74;241;69;5;2
500;org.apache.commons/commons-lang3;org.apache.commons.lang3.math;math;1.0;0.554208;0.554208;1508;1508;94;94;1213;2846;2846;11;1213;36;11;103;730;91;3;9
501;org.apache.commons/commons-lang3;org.apache.commons.lang3.mutable;mutable;1.0;0.657255;0.657255;1676;1676;220;220;874;2815;2815;33;874;16;33;211;320;211;8;19
502;org.apache.commons/commons-lang3;org.apache.commons.lang3.reflect;reflect;0.9642860000000001;0.5384800000000001;0.5384800000000001;2281;2281;108;108;1955;4619;4619;50;1955;17;50;180;1050;122;13;12
503;org.apache.commons/commons-lang3;org.apache.commons.lang3.text;text;1.0;0.57309;0.5723739999999999;4140;5105;318;375;3084;7708;9276;30;3814;84;30;423;1897;377;19;0
504;org.apache.commons/commons-lang3;org.apache.commons.lang3.time;time;1.0;0.561321;0.561321;3927;3927;200;200;3069;7589;7589;75;3069;163;75;381;1370;256;52;12
505;org.apache.commons/commons-lang3;org.apache.commons.lang3.tuple;tuple;1.0;0.695929;0.695929;547;547;54;54;239;870;870;17;239;18;17;48;65;48;6;73
506;org.apache.commons/commons-lang3;org.apache.commons.lang3.text.translate;translate;0.982759;0.569322;0.569322;965;965;57;57;730;1568;1568;0;730;26;0;51;204;45;12;7
507;org.apache.httpcomponents/httpclient;<root_package>;<root_package>;0.0;0.0;0.3799;0;15245;0;809;0;0;45345;0;24884;1130;441;2480;9308;2030;0;0
508;org.apache.httpcomponents/httpclient;org;org;0.0;0.0;0.3799;0;15245;0;809;0;0;45345;0;24884;1130;441;2480;9308;2030;0;0
509;org.apache.httpcomponents/httpclient;org.apache;apache;0.0;0.0;0.3799;0;15245;0;809;0;0;45345;0;24884;1130;441;2480;9308;2030;0;0
510;org.apache.httpcomponents/httpclient;org.apache.hc;hc;0.0;0.0;0.3799;0;15245;0;809;0;0;45345;0;24884;1130;441;2480;9308;2030;0;0
511;org.apache.httpcomponents/httpclient;org.apache.hc.client5;client5;0.0;0.0;0.3799;0;15245;0;809;0;0;45345;0;24884;1130;441;2480;9308;2030;0;0
512;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http;http;0.681818;0.619893;0.3799;1047;15245;75;809;642;1905;45345;28;24884;1130;441;2480;9308;2030;10;0
513;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.async;async;0.19230799999999998;0.618881;0.355621;177;601;5;14;109;334;1995;0;1089;42;22;194;317;170;1;0
514;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.auth;auth;0.412587;0.5208550000000001;0.5208550000000001;1024;1024;59;59;942;2224;2224;37;942;50;37;129;347;119;14;69
515;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.classic;classic;0.44736800000000004;0.78937;0.624724;401;1132;17;71;107;574;2072;0;680;41;13;131;196;123;1;0
516;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.config;config;0.47222200000000003;0.544326;0.544326;307;307;17;17;257;639;639;8;257;37;8;37;81;31;4;57
517;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.cookie;cookie;0.796875;0.696249;0.696249;761;761;51;51;332;1226;1226;14;332;18;14;52;114;50;7;43
518;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.entity;entity;0.765625;0.568738;0.477234;604;1415;49;84;458;1202;3388;18;1550;72;65;206;599;179;11;0
519;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.impl;impl;0.325301;0.461967;0.284611;747;6743;27;335;870;1837;26686;12;16949;757;218;1432;6485;1103;23;0
520;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.io;io;0.75;0.77937;0.77937;272;272;15;15;77;393;393;2;77;0;2;15;0;15;1;6
521;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.nio;nio;0.45;0.6245729999999999;0.6245729999999999;183;183;9;9;110;335;335;0;110;0;0;19;7;19;2;5
522;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.protocol;protocol;0.344828;0.420709;0.420709;451;451;20;20;621;1224;1224;17;621;20;17;52;241;49;8;84
523;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.psl;psl;0.652174;0.43902399999999997;0.43902399999999997;234;234;15;15;299;590;590;6;299;9;6;22;139;18;4;7
524;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.routing;routing;0.571429;0.7277;0.7277;155;155;4;4;58;241;241;0;58;7;0;4;16;4;1;14
525;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.socket;socket;0.6;0.6835439999999999;0.6835439999999999;162;162;6;6;75;265;265;1;75;1;1;7;12;7;1;12
526;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.ssl;ssl;0.41176499999999994;0.344937;0.344937;436;436;14;14;828;1419;1419;10;828;30;10;66;341;34;12;14
527;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.utils;utils;1.0;0.46198;0.46198;322;322;20;20;375;743;743;0;375;7;0;23;197;20;3;20
528;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.async.methods;methods;0.0681818;0.301994;0.301994;424;424;9;9;980;1661;1661;22;980;36;22;174;311;150;28;19
529;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.classic.methods;methods;0.556701;0.5605829999999999;0.5605829999999999;731;731;54;54;573;1498;1498;13;573;36;13;100;191;92;18;0
530;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.entity.mime;mime;0.330189;0.42616899999999996;0.42616899999999996;811;811;35;35;1092;2186;2186;47;1092;51;47;137;447;115;19;1
531;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.impl.async;async;0.7759999999999999;0.190234;0.190234;1161;1161;97;97;4942;6949;6949;24;4942;217;24;461;1666;395;99;16
532;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.impl.auth;auth;0.297521;0.265185;0.265185;1432;1432;36;36;3968;6063;6063;77;3968;205;77;297;1846;150;31;19
533;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.impl.classic;classic;0.588608;0.337495;0.337495;1649;1649;93;93;3237;5455;5455;42;3237;159;42;249;1231;209;39;0
534;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.impl.cookie;cookie;0.381443;0.393596;0.393596;799;799;37;37;1231;2266;2266;21;1231;41;21;102;484;79;20;8
535;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.impl.io;io;0.3;0.24336300000000002;0.24336300000000002;495;495;24;24;1539;2280;2280;24;1539;64;24;142;546;117;15;15
536;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.impl.nio;nio;0.333333;0.21566999999999997;0.21566999999999997;256;256;14;14;931;1342;1342;18;931;31;18;94;297;82;14;5
537;org.apache.httpcomponents/httpclient;org.apache.hc.client5.http.impl.routing;routing;0.636364;0.468966;0.468966;204;204;7;7;231;494;494;0;231;3;0;15;97;7;4;5
538;org.apache.maven/maven-core;<root_package>;<root_package>;0.0;0.0;0.297615;0;11568;0;832;0;0;46286;0;27301;903;833;2726;8565;2352;0;0
539;org.apache.maven/maven-core;org;org;0.0;0.0;0.297615;0;11568;0;832;0;0;46286;0;27301;903;833;2726;8565;2352;0;0
540;org.apache.maven/maven-core;org.apache;apache;0.0;0.0;0.297615;0;11568;0;832;0;0;46286;0;27301;903;833;2726;8565;2352;0;0
541;org.apache.maven/maven-core;org.apache.maven;maven;0.415584;0.33486;0.297615;658;11568;32;832;1307;2296;46286;21;27301;903;833;2726;8565;2352;15;0
542;org.apache.maven/maven-core;org.apache.maven.artifact;artifact;0.28571399999999997;0.52809;0.327319;47;1288;2;87;42;102;4766;1;2647;102;101;374;749;345;2;0
543;org.apache.maven/maven-core;org.apache.maven.bridge;bridge;0.391304;0.10625899999999999;0.10625899999999999;73;73;9;9;614;787;787;6;614;4;6;42;236;22;1;4
544;org.apache.maven/maven-core;org.apache.maven.classrealm;classrealm;0.766667;0.414601;0.414601;301;301;23;23;425;871;871;34;425;18;34;51;120;37;3;3
545;org.apache.maven/maven-core;org.apache.maven.configuration;configuration;0.6153850000000001;0.5862069999999999;0.5008;289;313;24;25;204;569;724;12;312;10;12;38;83;36;3;0
546;org.apache.maven/maven-core;org.apache.maven.eventspy;eventspy;0.7;0.706422;0.272212;77;144;7;8;32;126;614;1;385;6;2;53;106;50;1;0
547;org.apache.maven/maven-core;org.apache.maven.exception;exception;0.272727;0.297158;0.297158;115;115;3;3;272;451;451;6;272;4;6;15;106;8;2;0
548;org.apache.maven/maven-core;org.apache.maven.execution;execution;0.230958;0.288317;0.29480300000000004;918;1038;94;99;2266;3938;4331;147;2483;132;149;427;628;412;13;0
549;org.apache.maven/maven-core;org.apache.maven.extension;extension;0.0;0.0;0.375;0;87;0;8;0;0;270;0;145;7;5;12;37;12;0;0
550;org.apache.maven/maven-core;org.apache.maven.graph;graph;0.5;0.191679;0.191679;129;129;6;6;544;800;800;12;544;8;12;29;204;14;3;1
551;org.apache.maven/maven-core;org.apache.maven.internal;internal;0.0;0.0;0.11897999999999999;0;42;0;1;0;0;413;0;311;9;2;10;118;7;0;0
552;org.apache.maven/maven-core;org.apache.maven.lifecycle;lifecycle;0.515625;0.445241;0.289112;435;1811;33;94;542;1144;7360;21;4453;142;85;310;1412;255;9;0
553;org.apache.maven/maven-core;org.apache.maven.model;model;0.0;0.0;0.175676;0;26;0;1;0;0;176;0;122;3;0;4;42;2;0;0
554;org.apache.maven/maven-core;org.apache.maven.monitor;monitor;0.0;0.0;0.711864;0;42;0;2;0;0;72;0;17;0;0;7;0;7;0;0
555;org.apache.maven/maven-core;org.apache.maven.plugin;plugin;0.278302;0.302714;0.27825700000000003;1015;1839;59;112;2338;3984;7858;45;4770;151;91;385;1553;315;31;0
556;org.apache.maven/maven-core;org.apache.maven.project;project;0.319261;0.2465;0.23175300000000001;1426;1848;121;190;4359;6950;9568;173;6126;204;234;609;2061;532;29;0
557;org.apache.maven/maven-core;org.apache.maven.properties;properties;0.0;0.0;0.579832;0;69;0;6;0;0;135;0;50;1;1;4;15;4;0;0
558;org.apache.maven/maven-core;org.apache.maven.repository;repository;0.314607;0.39951;0.430709;326;547;28;49;490;980;1527;25;723;36;39;126;180;125;6;0
559;org.apache.maven/maven-core;org.apache.maven.rtinfo;rtinfo;1.0;0.8636360000000001;0.36875;38;59;3;4;6;50;186;1;101;2;2;4;31;4;0;0
560;org.apache.maven/maven-core;org.apache.maven.session;session;0.0;0.0;0.26087;0;54;0;5;0;0;242;0;153;6;1;16;43;12;0;0
561;org.apache.maven/maven-core;org.apache.maven.settings;settings;0.565217;0.325581;0.325581;168;168;13;13;348;627;627;3;348;7;3;26;161;19;3;134
