;Project;LongName;Name;AD;CD;TCD;CLOC;TCLOC;PDA;TPDA;LLOC;LOC;TLOC;NG;TLLOC;TNA;TNG;TNM;TNOS;TNPM;NCL;ReuseRate
1343;org.hibernate/hibernate-entitymanager;org.hibernate.type.descriptor.java.spi;spi;0.333333;0.27551;0.27551;27;27;2;2;71;127;127;1;71;4;1;5;18;4;2;0
1344;org.hibernate/hibernate-entitymanager;org.hibernate.type.descriptor.sql.spi;spi;0.25;0.388889;0.388889;14;14;1;1;22;44;44;1;22;2;1;3;4;3;1;0
1345;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.source.internal.annotations;annotations;0.13333299999999998;0.14285699999999998;0.14285699999999998;39;39;2;2;234;337;337;2;234;8;2;26;74;21;3;1
1346;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.source.internal.hbm;hbm;0.137519;0.0995478;0.0995478;1453;1453;92;92;13143;16954;16954;739;13143;387;739;1347;3581;1184;183;5
1347;org.hibernate/hibernate-entitymanager;org.hibernate.engine.transaction.jta.platform.internal;internal;0.352273;0.27769499999999997;0.27769499999999997;371;371;31;31;965;1588;1588;21;965;61;21;110;243;59;27;5
1348;org.hibernate/hibernate-entitymanager;org.hibernate.engine.transaction.jta.platform.spi;spi;0.785714;0.707317;0.707317;87;87;11;11;36;143;143;3;36;0;3;10;2;10;1;36
1349;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.build.internal.returns;returns;0.207407;0.2654;0.2654;405;405;28;28;1121;1767;1767;56;1121;43;56;129;213;110;25;1
1350;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.build.internal.spaces;spaces;0.205882;0.20983600000000002;0.20983600000000002;192;192;14;14;723;1056;1056;21;723;26;21;70;156;58;10;5
1351;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.exec.process.internal;internal;0.21568600000000002;0.205566;0.205566;325;325;11;11;1256;1823;1823;21;1256;46;21;74;400;53;10;7
1352;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.exec.process.spi;spi;0.49090900000000004;0.657682;0.657682;244;244;27;27;127;439;439;19;127;0;19;45;0;45;0;12
1353;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.exec.query.internal;internal;0.722222;0.367816;0.367816;96;96;13;13;165;302;302;4;165;14;4;19;68;16;2;8
1354;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.exec.query.spi;spi;1.0;0.810127;0.810127;64;64;7;7;15;91;91;5;15;0;5;5;0;5;0;16
1355;org.hibernate/hibernate-entitymanager;org.hibernate.query.criteria.internal.expression.function;function;0.306818;0.285242;0.285242;259;259;27;27;649;1062;1062;13;649;36;13;76;134;65;22;3
1356;org.hibernate/hibernate-entitymanager;org.hibernate.resource.transaction.backend.jdbc.internal;internal;0.138889;0.14902;0.14902;76;76;5;5;434;598;598;9;434;19;9;40;145;31;5;3
1357;org.hibernate/hibernate-entitymanager;org.hibernate.resource.transaction.backend.jdbc.spi;spi;0.857143;0.76;0.76;38;38;6;6;12;58;58;2;12;0;2;5;0;5;0;6
1358;org.hibernate/hibernate-entitymanager;org.hibernate.resource.transaction.backend.jta.internal;internal;0.208333;0.156064;0.268239;157;364;15;32;849;1177;1591;14;993;37;14;104;339;90;13;0
1359;org.hibernate/hibernate-entitymanager;org.hibernate.resource.transaction.backend.jta.internal.synchronization;synchronization;0.548387;0.5897439999999999;0.5897439999999999;207;207;17;17;144;414;414;0;144;7;0;24;34;23;3;9
1360;org.hibernate/hibernate-validator;<root_package>;<root_package>;0.0;0.0;0.30489499999999997;0;14620;0;944;0;0;57043;0;33331;1449;1137;3668;10234;2472;0;0
1361;org.hibernate/hibernate-validator;org;org;0.0;0.0;0.30489499999999997;0;14620;0;944;0;0;57043;0;33331;1449;1137;3668;10234;2472;0;0
1362;org.hibernate/hibernate-validator;org.hibernate;hibernate;0.0;0.0;0.30489499999999997;0;14620;0;944;0;0;57043;0;33331;1449;1137;3668;10234;2472;0;0
1363;org.hibernate/hibernate-validator;org.hibernate.validator;validator;0.809524;0.765854;0.30489499999999997;471;14620;34;944;144;689;57043;5;33331;1449;1137;3668;10234;2472;2;0
1364;org.hibernate/hibernate-validator;org.hibernate.validator.cfg;cfg;0.5;0.493976;0.530612;123;1118;6;107;126;300;2564;2;989;4;2;168;255;155;3;0
1365;org.hibernate/hibernate-validator;org.hibernate.validator.constraints;constraints;0.938776;0.523359;0.482342;829;997;46;62;755;1851;2430;0;1070;22;0;182;4;1;0;0
1366;org.hibernate/hibernate-validator;org.hibernate.validator.constraintvalidation;constraintvalidation;1.0;0.806584;0.806584;196;196;13;13;47;274;274;5;47;0;5;9;0;9;0;0
1367;org.hibernate/hibernate-validator;org.hibernate.validator.constraintvalidators;constraintvalidators;0.333333;0.17821800000000002;0.17821800000000002;18;18;1;1;83;120;120;3;83;7;3;7;34;6;2;0
1368;org.hibernate/hibernate-validator;org.hibernate.validator.engine;engine;1.0;0.7391300000000001;0.7391300000000001;17;17;2;2;6;28;28;1;6;0;1;1;0;1;0;0
1369;org.hibernate/hibernate-validator;org.hibernate.validator.group;group;1.0;0.7391300000000001;0.7391300000000001;34;34;1;1;12;54;54;0;12;0;0;1;0;0;0;0
1370;org.hibernate/hibernate-validator;org.hibernate.validator.internal;internal;1.0;0.5;0.266413;12;10924;1;668;12;28;48852;0;30080;1365;1095;3172;9665;2195;0;0
1371;org.hibernate/hibernate-validator;org.hibernate.validator.messageinterpolation;messageinterpolation;0.409091;0.343805;0.343805;197;197;9;9;376;667;667;4;376;22;4;30;130;18;3;4
1372;org.hibernate/hibernate-validator;org.hibernate.validator.parameternameprovider;parameternameprovider;0.25;0.389381;0.389381;44;44;2;2;69;141;141;5;69;2;5;7;21;6;2;1
1373;org.hibernate/hibernate-validator;org.hibernate.validator.path;path;1.0;0.808511;0.808511;38;38;4;4;9;55;55;2;9;0;2;2;0;2;0;0
1374;org.hibernate/hibernate-validator;org.hibernate.validator.resourceloading;resourceloading;0.736842;0.397149;0.397149;195;195;14;14;296;565;565;6;296;13;6;26;102;19;8;1
1375;org.hibernate/hibernate-validator;org.hibernate.validator.spi;spi;0.0;0.0;0.7120920000000001;0;371;0;27;0;0;604;0;150;3;9;27;18;24;0;0
1376;org.hibernate/hibernate-validator;org.hibernate.validator.cfg.context;context;0.980769;0.777616;0.777616;535;535;51;51;153;773;773;0;153;0;0;26;0;26;0;0
1377;org.hibernate/hibernate-validator;org.hibernate.validator.cfg.defs;defs;0.282051;0.369025;0.393162;386;460;44;50;660;1332;1491;0;710;0;0;123;218;121;41;0
1378;org.hibernate/hibernate-validator;org.hibernate.validator.constraints.br;br;1.0;0.291892;0.291892;54;54;6;6;131;214;214;0;131;0;0;12;0;0;0;0
1379;org.hibernate/hibernate-validator;org.hibernate.validator.constraints.pl;pl;1.0;0.374194;0.374194;58;58;6;6;97;184;184;0;97;0;0;12;0;0;0;0
1380;org.hibernate/hibernate-validator;org.hibernate.validator.constraints.time;time;1.0;0.391608;0.391608;56;56;4;4;87;181;181;0;87;0;0;22;0;0;0;0
1381;org.hibernate/hibernate-validator;org.hibernate.validator.internal.cfg;cfg;0.0;0.9;0.181925;9;310;0;4;1;12;2042;0;1394;58;31;153;370;98;0;0
1382;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators;constraintvalidators;0.5;0.397059;0.45997;27;3338;1;256;41;83;8750;0;3919;132;96;350;940;174;1;0
1383;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine;engine;0.116751;0.14941300000000002;0.20508400000000002;547;2267;23;106;3114;4336;13175;102;8787;397;250;873;3060;634;18;0
1384;org.hibernate/hibernate-validator;org.hibernate.validator.internal.metadata;metadata;0.2;0.43318;0.23273200000000002;94;2271;1;140;123;254;11453;3;7487;335;261;706;2413;529;1;0
1385;org.hibernate/hibernate-validator;org.hibernate.validator.internal.properties;properties;0.23333299999999998;0.42574300000000004;0.229873;86;217;7;16;116;259;1176;16;727;25;72;120;216;105;1;0
1386;org.hibernate/hibernate-validator;org.hibernate.validator.internal.util;util;0.5942029999999999;0.326396;0.295738;1239;1943;82;134;2557;4348;7797;39;4627;165;273;695;1651;560;43;0
1387;org.hibernate/hibernate-validator;org.hibernate.validator.internal.xml;xml;0.555556;0.41603100000000004;0.153263;109;566;5;11;153;304;4431;5;3127;253;112;274;1015;95;3;0
1388;org.hibernate/hibernate-validator;org.hibernate.validator.spi.cfg;cfg;1.0;0.873016;0.873016;55;55;4;4;8;69;69;0;8;0;0;2;0;2;0;0
1389;org.hibernate/hibernate-validator;org.hibernate.validator.spi.group;group;1.0;0.8947370000000001;0.8947370000000001;51;51;2;2;6;63;63;1;6;0;1;1;0;1;0;0
1390;org.hibernate/hibernate-validator;org.hibernate.validator.spi.properties;properties;1.0;0.777778;0.777778;63;63;7;7;18;96;96;5;18;0;5;5;0;5;0;0
1391;org.hibernate/hibernate-validator;org.hibernate.validator.spi.resourceloading;resourceloading;1.0;0.86;0.86;43;43;2;2;7;55;55;1;7;0;1;1;0;1;0;0
1392;org.hibernate/hibernate-validator;org.hibernate.validator.spi.scripting;scripting;0.571429;0.588889;0.588889;159;159;12;12;111;321;321;2;111;3;2;18;18;15;4;0
1393;org.hibernate/hibernate-validator;org.hibernate.validator.cfg.defs.br;br;0.5;0.596774;0.596774;37;37;3;3;25;79;79;0;25;0;0;3;3;3;3;0
1394;org.hibernate/hibernate-validator;org.hibernate.validator.cfg.defs.pl;pl;0.5;0.596774;0.596774;37;37;3;3;25;80;80;0;25;0;0;3;3;3;3;0
1395;org.hibernate/hibernate-validator;org.hibernate.validator.internal.cfg.context;context;0.125;0.17768599999999998;0.17768599999999998;301;301;4;4;1393;2030;2030;31;1393;58;31;153;370;98;20;0
1396;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv;bv;0.41176499999999994;0.33584899999999995;0.497716;178;2833;14;224;352;634;6876;1;2859;62;91;282;596;128;13;0
1397;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.hv;hv;0.5;0.324824;0.319305;369;478;23;31;767;1359;1791;2;1019;66;5;66;329;45;18;0
1398;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.constraintdefinition;constraintdefinition;0.5;0.280488;0.280488;23;23;4;4;59;96;96;2;59;3;2;7;20;7;1;0
1399;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.constraintvalidation;constraintvalidation;0.241379;0.204253;0.204253;317;317;14;14;1235;1855;1855;36;1235;57;36;132;425;93;20;0
1400;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.groups;groups;0.232558;0.27050599999999997;0.27050599999999997;155;155;10;10;418;681;681;14;418;17;14;47;169;35;7;0
1401;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.messageinterpolation;messageinterpolation;0.47618999999999995;0.407514;0.305101;141;317;10;25;205;411;1251;1;722;44;11;90;236;81;5;0
1402;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.path;path;0.07017539999999999;0.094579;0.094579;82;82;4;4;785;1002;1002;12;785;41;12;68;322;55;2;0
1403;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.resolver;resolver;0.5;0.30825199999999997;0.30825199999999997;127;127;3;3;285;491;491;2;285;14;2;22;79;15;8;0
1404;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.scripting;scripting;0.333333;0.326316;0.326316;31;31;1;1;64;116;116;2;64;4;2;6;22;2;1;0
1405;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.validationcontext;validationcontext;0.170213;0.22173099999999998;0.22173099999999998;251;251;8;8;881;1328;1328;30;881;42;30;89;201;63;9;0
1406;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.valueextraction;valueextraction;0.241379;0.25411300000000003;0.25411300000000003;417;417;14;14;1224;2019;2019;39;1224;49;39;125;355;79;34;0
1407;org.hibernate/hibernate-validator;org.hibernate.validator.internal.metadata.aggregated;aggregated;0.22790700000000003;0.22302600000000003;0.24196199999999998;771;888;49;56;2686;4083;4330;88;2782;142;88;269;853;198;28;0
1408;org.hibernate/hibernate-validator;org.hibernate.validator.internal.metadata.core;core;0.270833;0.147707;0.147707;248;248;13;13;1431;1929;1929;28;1431;48;28;102;470;72;10;0
1409;org.hibernate/hibernate-validator;org.hibernate.validator.internal.metadata.descriptor;descriptor;0.138298;0.181333;0.181333;272;272;13;13;1228;1756;1756;45;1228;58;45;108;416;90;13;0
1410;org.hibernate/hibernate-validator;org.hibernate.validator.internal.metadata.facets;facets;0.75;0.744444;0.744444;67;67;9;9;23;108;108;5;23;0;5;9;0;9;0;0
1411;org.hibernate/hibernate-validator;org.hibernate.validator.internal.metadata.location;location;0.20339000000000002;0.23537600000000003;0.23537600000000003;169;169;12;12;549;864;864;43;549;26;43;88;179;79;8;0
1412;org.hibernate/hibernate-validator;org.hibernate.validator.internal.metadata.provider;provider;0.4;0.216075;0.216075;207;207;6;6;751;1140;1140;23;751;19;23;59;263;16;7;0
1413;org.hibernate/hibernate-validator;org.hibernate.validator.internal.metadata.raw;raw;0.428571;0.352052;0.352052;326;326;30;30;600;1072;1072;26;600;30;26;64;198;61;6;0
1414;org.hibernate/hibernate-validator;org.hibernate.validator.internal.properties.javabean;javabean;0.104651;0.17655;0.17655;131;131;9;9;611;917;917;56;611;20;56;96;190;82;10;0
1415;org.hibernate/hibernate-validator;org.hibernate.validator.internal.util.annotation;annotation;0.10256400000000002;0.23308299999999998;0.23308299999999998;124;124;4;4;408;642;642;15;408;9;15;52;150;39;6;0
1416;org.hibernate/hibernate-validator;org.hibernate.validator.internal.util.classhierarchy;classhierarchy;1.0;0.545024;0.545024;115;115;8;8;96;246;246;4;96;3;4;13;37;7;4;0
1417;org.hibernate/hibernate-validator;org.hibernate.validator.internal.util.logging;logging;0.012;0.0649867;0.141548;49;139;3;11;705;1019;1301;198;843;9;198;265;42;263;1;0
1418;org.hibernate/hibernate-validator;org.hibernate.validator.internal.util.privilegedactions;privilegedactions;0.346154;0.301288;0.301288;304;304;27;27;705;1214;1214;17;705;56;17;81;204;55;23;0
1419;org.hibernate/hibernate-validator;org.hibernate.validator.internal.util.stereotypes;stereotypes;1.0;0.55;0.55;22;22;2;2;18;46;46;0;18;0;0;0;0;0;0;0
1420;org.hibernate/hibernate-validator;org.hibernate.validator.internal.xml.config;config;0.11111099999999999;0.130191;0.130191;116;116;3;3;775;1069;1069;38;775;58;38;87;271;53;10;0
1421;org.hibernate/hibernate-validator;org.hibernate.validator.internal.xml.mapping;mapping;0.230769;0.134252;0.134252;341;341;3;3;2199;3058;3058;69;2199;189;69;171;693;36;32;0
1422;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.money;money;0.391304;0.379085;0.379085;116;116;9;9;190;372;372;0;190;9;0;14;43;14;9;0
1423;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.notempty;notempty;1.0;0.569519;0.569519;213;213;24;24;161;426;426;0;161;0;0;12;36;12;12;0
1424;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.number;number;0.333333;0.368421;0.516931;21;977;1;65;36;66;2264;0;913;13;0;99;211;58;1;0
1425;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.size;size;0.833333;0.473684;0.473684;261;261;25;25;290;632;632;0;290;15;0;22;84;17;13;0
1426;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.time;time;0.333333;0.4;0.533072;80;1088;3;87;120;247;2548;6;953;6;90;111;117;6;3;0
1427;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.hv.br;br;0.333333;0.23846199999999998;0.23846199999999998;31;31;2;2;99;153;153;0;99;13;0;4;22;4;2;0
1428;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.hv.pl;pl;0.44444399999999995;0.344371;0.344371;52;52;4;4;99;183;183;3;99;4;3;8;19;5;4;0
1429;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.hv.time;time;0.333333;0.325;0.325;26;26;2;2;54;96;96;0;54;4;0;4;12;4;2;0
1430;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.messageinterpolation.el;el;0.166667;0.267606;0.267606;38;38;2;2;104;172;172;5;104;3;5;11;28;10;3;0
1431;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.messageinterpolation.parser;parser;0.184615;0.24329499999999998;0.24329499999999998;127;127;12;12;395;631;631;5;395;22;5;58;132;56;8;0
1432;org.hibernate/hibernate-validator;org.hibernate.validator.internal.engine.messageinterpolation.util;util;0.5;0.37931;0.37931;11;11;1;1;18;37;37;0;18;5;0;2;3;1;1;0
1433;org.hibernate/hibernate-validator;org.hibernate.validator.internal.metadata.aggregated.rule;rule;0.583333;0.549296;0.549296;117;117;7;7;96;247;247;0;96;1;0;9;19;6;6;0
1434;org.hibernate/hibernate-validator;org.hibernate.validator.internal.util.logging.formatter;formatter;0.333333;0.394737;0.394737;90;90;8;8;138;282;282;0;138;8;0;17;40;16;8;0
1435;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.number.bound;bound;0.777778;0.5427;0.5318;197;393;14;28;166;436;890;0;346;8;0;50;72;20;15;0
1436;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.number.sign;sign;0.5;0.514625;0.514625;563;563;36;36;531;1308;1308;0;531;2;0;46;123;36;37;0
1437;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.time.future;future;1.0;0.547826;0.547826;252;252;21;21;208;575;575;21;208;0;21;24;24;0;21;0
1438;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.time.futureorpresent;futureorpresent;1.0;0.547826;0.547826;252;252;21;21;208;575;575;21;208;0;21;24;24;0;21;0
1439;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.time.past;past;1.0;0.547826;0.547826;252;252;21;21;208;575;575;21;208;0;21;24;24;0;21;0
1440;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.time.pastorpresent;pastorpresent;1.0;0.546638;0.546638;252;252;21;21;209;576;576;21;209;0;21;24;24;0;21;0
1441;org.hibernate/hibernate-validator;org.hibernate.validator.internal.constraintvalidators.bv.number.bound.decimal;decimal;0.777778;0.521277;0.521277;196;196;14;14;180;454;454;0;180;6;0;25;40;10;15;0
1442;org.javassist/javassist;<root_package>;<root_package>;0.0;0.0;0.355134;0;20531;0;1836;0;0;64006;0;37281;1380;667;3825;19734;2516;0;0
1443;org.javassist/javassist;javassist;javassist;0.983452;0.456823;0.355134;5470;20531;416;1836;6504;13176;64006;182;37281;1380;667;3825;19734;2516;58;0
1444;org.javassist/javassist;javassist.bytecode;bytecode;0.991367;0.384896;0.35123899999999997;6437;8958;689;974;10287;18186;28163;168;16546;720;282;1884;8796;1265;122;0
1445;org.javassist/javassist;javassist.compiler;compiler;0.384236;0.173231;0.204131;1425;1947;78;114;6801;9063;10661;48;7591;247;94;612;4471;368;25;0
1446;org.javassist/javassist;javassist.convert;convert;0.139535;0.229339;0.229339;222;222;6;6;746;1097;1097;6;746;40;6;51;360;33;10;1
1447;org.javassist/javassist;javassist.expr;expr;1.0;0.360217;0.360217;795;795;90;90;1412;2459;2459;43;1412;39;43;131;698;92;18;14
1448;org.javassist/javassist;javassist.runtime;runtime;0.909091;0.473029;0.473029;114;114;10;10;127;272;272;6;127;2;6;15;66;7;5;1
1449;org.javassist/javassist;javassist.scopedpool;scopedpool;0.9107139999999999;0.528064;0.528064;461;461;51;51;412;980;980;10;412;14;10;61;163;50;5;0
1450;org.javassist/javassist;javassist.tools;tools;0.8461540000000001;0.648536;0.446955;155;1424;11;107;84;266;3542;0;1762;90;18;151;868;109;3;0
1451;org.javassist/javassist;javassist.util;util;1.0;0.393665;0.34326999999999996;174;1140;12;68;268;489;3656;0;2181;94;26;175;1088;71;4;0
1452;org.javassist/javassist;javassist.bytecode.analysis;analysis;0.648649;0.249849;0.249849;827;827;72;72;2483;3831;3831;25;2483;72;25;197;1554;97;21;7
1453;org.javassist/javassist;javassist.bytecode.annotation;annotation;0.925;0.48601400000000006;0.48601400000000006;1251;1251;185;185;1323;2905;2905;52;1323;33;52;218;523;180;20;19
1454;org.javassist/javassist;javassist.bytecode.stackmap;stackmap;0.22222199999999998;0.15297;0.15297;443;443;28;28;2453;3241;3241;37;2453;50;37;235;1467;120;20;5
